,dens,dens.w,gini,gini.w,kcomm,clust.w,dens.f,dens.f.w,gini.f,gini.f.w,kcomm.f,clust.f.w,dens.m,dens.m.w,gini.m,gini.m.w,eo.FF,eo.MM,eo.cross,eo.ck,eo.dk,eo.u,kinDegree,group,isPost,quarter,netID
1,0.038186813,5.15521978,0.310882722,0.324656085,11,0.159947342,0.069767442,2.874418605,0.212255445,0.216527433,7,0.192290249,0.02194606,0.610100476,0.40128255,0.460895799,1.845305771,0.594582525,1.001250313,13.46617601,4.825521248,0.543917378,0.188806796,groupV,1,2,groupV.1.2
2,0.038461538,5.276923077,0.322698413,0.330070804,9,0.178514757,0.073643411,3.137209302,0.213673719,0.24041926,7,0.199686766,0.025383395,0.746271814,0.381384409,0.406188282,1.877415418,0.618720254,0.973253517,13.35756474,3.60626876,0.575668778,0.182670423,groupV,1,2,groupV.1.2
3,0.036630037,2.73909304,0.311190476,0.344173744,10,0.167244536,0.073089701,1.827228638,0.192565187,0.218192309,6,0.193725449,0.02141724,0.280801428,0.330147352,0.401996354,2.021492661,0.506252872,1.004226537,10.90648234,4.217221067,0.634227089,0.162137812,groupV,1,2,groupV.1.2
4,0.039285714,8.917825714,0.31015651,0.321754051,10,0.173484688,0.079180509,5.885730349,0.209952838,0.213995808,6,0.193316697,0.023796933,1.118452036,0.372043011,0.426447993,1.979988353,0.597823753,0.953333008,11.00428238,4.457664086,0.625695343,0.160898455,groupV,1,2,groupV.1.2
5,0.036263736,8.002168912,0.307359307,0.321436193,12,0.167714301,0.072535991,4.980785382,0.196875555,0.218221234,8,0.1781835,0.022474881,0.958924286,0.35199241,0.409401318,1.881542379,0.558281021,1.014725364,12.77564386,3.728808807,0.590097896,0.175720336,groupV,1,2,groupV.1.2
6,0.038919414,8.964405128,0.300705882,0.333443911,10,0.162352483,0.07530454,5.447006334,0.176812585,0.237274184,8,0.215120897,0.024854574,1.151590719,0.348833219,0.399861574,1.898831495,0.580814911,0.992886033,13.76694563,3.53978521,0.565056497,0.185287944,groupV,1,2,groupV.1.2
7,0.039468864,3.851058807,0.3166059,0.327755226,11,0.173257404,0.07751938,2.447415504,0.202325581,0.21772023,8,0.200896024,0.023268112,0.42215266,0.357771261,0.402589214,1.956486209,0.536888347,1.004515037,11.10379137,5.31579633,0.602662548,0.165133654,groupV,1,2,groupV.1.2
8,0.038461538,3.197115385,0.307324263,0.315775152,9,0.173479561,0.07751938,2.122093023,0.192026578,0.203143252,6,0.185351271,0.024590164,0.411885246,0.341311134,0.398772268,1.991257213,0.581814133,0.960871797,11.04286346,5.364361105,0.603337317,0.16696895,groupV,1,2,groupV.1.2
9,0.037728938,2.850610267,0.307975035,0.308571829,9,0.14695109,0.066445183,1.461784053,0.216472868,0.214118521,7,0.153994205,0.023003702,0.35272059,0.357248795,0.421810083,1.760602624,0.585963994,1.036053233,13.83069815,3.423051702,0.565892518,0.187082011,groupV,1,2,groupV.1.2
10,0.038644689,26.58754579,0.321484992,0.355024917,10,0.183855477,0.079180509,18.60741971,0.184582859,0.236120732,5,0.225644459,0.02168165,2.64516129,0.372344611,0.450423057,2.065305571,0.512003001,0.9853081,12.71242279,5.575950471,0.548764815,0.185646809,groupV,1,2,groupV.1.2
11,0.038095238,12.76190476,0.307348901,0.323894812,11,0.163712375,0.070874862,7.22923588,0.213662791,0.222982216,5,0.254051686,0.023268112,1.442622951,0.398826979,0.436914672,1.841027421,0.534377294,1.045403142,12.20351044,4.429845709,0.590702724,0.185022549,groupV,1,2,groupV.1.2
12,0.038461538,3.346153846,0.311111111,0.32605364,10,0.162825454,0.072535991,1.96753876,0.181253329,0.208552138,8,0.168455822,0.024325754,0.41657853,0.377629734,0.431951966,1.885191125,0.568345521,1.006350726,11.9640999,4.372686409,0.599155661,0.173899539,groupV,1,2,groupV.1.2
13,0.038369963,8.505309394,0.303807251,0.325141782,9,0.17299554,0.07530454,5.170889435,0.177325581,0.184579787,7,0.184523925,0.023532522,1.027583599,0.36661834,0.42132571,1.873053792,0.568788836,1.010147313,12.25771218,4.825526742,0.579835158,0.173492245,groupV,1,2,groupV.1.2
14,0.036721612,8.066487724,0.313715711,0.344663958,9,0.173838979,0.07530454,5.622718937,0.212209302,0.224564438,7,0.212797695,0.023796933,1.023264543,0.400716846,0.448362933,2.055262802,0.56520411,0.950974013,13.33672689,4.034328093,0.566274076,0.190784811,groupV,1,2,groupV.1.2
15,0.037820513,6.363301282,0.304070103,0.339022147,8,0.157497126,0.070874862,3.455149502,0.202761628,0.219677996,7,0.150943396,0.023268112,0.727128503,0.310483871,0.376,1.751961021,0.53628551,1.074217291,12.03722084,3.475725095,0.617965927,0.167296923,groupV,1,2,groupV.1.2
16,0.037087912,3.240556319,0.31127572,0.318645684,10,0.170167202,0.071428571,1.991071429,0.199387056,0.216498071,6,0.186666667,0.02194606,0.37856954,0.38321026,0.44226274,1.929001564,0.570036972,0.990311956,13.71546362,3.849794163,0.559334276,0.1866713,groupV,1,2,groupV.1.2
17,0.03974359,2.881410256,0.299275839,0.317149425,11,0.177322344,0.074750831,1.681893688,0.197588286,0.209612403,7,0.216153846,0.024325754,0.360021153,0.37026648,0.407911944,1.876503609,0.589419938,0.994345138,13.59354839,5.020491803,0.53557047,0.191192444,groupV,1,2,groupV.1.2
18,0.036172161,11.71978022,0.317396022,0.352968842,10,0.192561329,0.073089701,8.222591362,0.204897815,0.229560724,8,0.22737819,0.020624008,1.154944474,0.372622002,0.437355991,2.099483204,0.499050081,0.982919341,14.06774194,3.614754098,0.554362416,0.197389333,groupV,1,2,groupV.1.2
19,0.038553114,4.459341105,0.316072842,0.334649748,9,0.171958817,0.070321152,2.613616401,0.209302326,0.222650013,7,0.227178357,0.025118985,0.560996351,0.369949066,0.42609336,1.942895882,0.557503802,0.994495622,12.91802402,4.052401934,0.578295923,0.185580228,groupV,1,2,groupV.1.2
20,0.036080586,3.974902555,0.30906454,0.338966098,10,0.162085454,0.066445183,2.325594684,0.210658915,0.18837188,7,0.164728347,0.023532522,0.50987587,0.361725263,0.423819789,1.92097855,0.567863805,0.99457086,14.7338071,3.65780041,0.533558629,0.20495058,groupV,1,2,groupV.1.2
21,0.036813187,4.202865088,0.313338072,0.335098579,8,0.16670798,0.071428571,2.690494286,0.211465657,0.254166613,6,0.200777977,0.023003702,0.483081877,0.323878383,0.389399289,1.994908439,0.531107087,0.995601717,14.477509,3.598747403,0.542557799,0.203005611,groupV,1,2,groupV.1.2
22,0.036904762,8.13131919,0.312607822,0.328391794,10,0.170744587,0.070874862,4.89034773,0.238372093,0.235816587,7,0.189787325,0.022739291,0.947465775,0.384096024,0.426839628,1.893537053,0.546020711,1.019358918,14.43201439,3.055958239,0.556608028,0.197927083,groupV,1,2,groupV.1.2
23,0.038553114,3.252918956,0.317995702,0.308768959,12,0.15098326,0.069213732,1.687084718,0.229395349,0.239355993,7,0.207816092,0.022474881,0.396119778,0.414041746,0.448753146,1.746770026,0.60313767,1.028557139,12.76674938,3.939155107,0.585441404,0.188134359,groupV,1,2,groupV.1.2
24,0.037820513,3.158012821,0.306214689,0.321628172,11,0.186862778,0.071428571,1.758928571,0.19145484,0.210364774,7,0.18843878,0.023532522,0.385345056,0.32167452,0.395345974,1.78317783,0.566234005,1.042401319,13.5397904,2.752350836,0.590229278,0.185154822,groupV,1,2,groupV.1.2
25,0.036721612,2.778583715,0.330198314,0.33512395,8,0.176500014,0.073089701,1.754140399,0.215292459,0.228682928,7,0.192044922,0.02141724,0.318876568,0.416766229,0.461363415,1.917835291,0.568144066,0.995436723,13.50139362,3.974563245,0.562778001,0.180099202,groupV,1,2,groupV.1.2
26,0.041025641,3.199977026,0.320365646,0.322466796,10,0.165681389,0.081395349,2.016779767,0.224015187,0.221712804,7,0.193117063,0.024590164,0.379778361,0.342872008,0.383036361,1.920756426,0.571713465,0.991915524,10.36638963,3.241925385,0.673095822,0.150330761,groupV,1,2,groupV.1.2
27,0.038095238,8.355526095,0.298168498,0.314184607,10,0.172099898,0.07696567,5.387575349,0.195917684,0.235327307,5,0.207080471,0.024325754,1.062221005,0.38131136,0.420463893,1.929736839,0.574839481,0.98665648,11.68551029,4.303285143,0.609059466,0.168730825,groupV,1,2,groupV.1.2
28,0.038461538,25.5,0.313673469,0.342857143,9,0.177420664,0.074750831,16.07142857,0.211541774,0.241211466,6,0.187646599,0.022474881,2.741935484,0.381404175,0.413405605,1.960784314,0.531309298,1.00701646,13.56414104,4.623522684,0.545731231,0.18617814,groupV,1,2,groupV.1.2
29,0.03992674,4.891055586,0.329598078,0.337362606,11,0.199846891,0.0786268,2.948526213,0.241565673,0.235038655,7,0.23896779,0.023003702,0.544423778,0.322209863,0.387550173,1.850974942,0.557829816,1.025398892,11.69672475,4.418017043,0.606042106,0.172033945,groupV,1,2,groupV.1.2
30,0.038919414,13.27152015,0.308280112,0.341027789,10,0.17168252,0.07530454,8.622369878,0.209644323,0.219051488,9,0.213499633,0.023796933,1.451612903,0.344444444,0.407191962,2.030280297,0.516507426,0.9939765,13.35610649,5.524733338,0.530831453,0.184291266,groupV,1,2,groupV.1.2
31,0.038827839,5.373772894,0.293508535,0.318318194,9,0.163486417,0.073643411,3.004651163,0.233956985,0.263907889,7,0.191858122,0.024325754,0.676255949,0.362552595,0.413088884,1.782497648,0.579975729,1.032884666,10.98315939,4.87283028,0.616610738,0.172935784,groupV,1,2,groupV.1.2
32,0.037179487,4.952307692,0.319892095,0.348677249,9,0.168481848,0.069767442,2.944186047,0.233665559,0.271134134,5,0.196254072,0.024061343,0.615970386,0.350939383,0.392137097,1.915636567,0.554928276,1.005555443,13.98983336,4.925316603,0.526018639,0.196994787,groupV,1,2,groupV.1.2
33,0.038553114,6.669688645,0.294491573,0.330154143,10,0.164198121,0.072535991,3.898809524,0.158352565,0.204002163,6,0.185185185,0.023268112,0.762030672,0.384897361,0.418123615,1.878612717,0.546595831,1.024006002,11.24831208,5.25400305,0.599812705,0.166219535,groupV,1,2,groupV.1.2
34,0.037728938,12.45054945,0.339898289,0.350707071,10,0.190831038,0.081395349,9.441860465,0.195380478,0.199779471,6,0.224311619,0.020095188,1.155473295,0.37966893,0.433239832,2.125440451,0.503100812,0.971254177,12.11033092,4.284730073,0.596867045,0.169337069,groupV,1,2,groupV.1.2
35,0.037087912,4.178597885,0.321410935,0.327641047,10,0.161785471,0.072535991,2.538779275,0.237351323,0.272313069,8,0.194267384,0.020359598,0.386835214,0.412442396,0.453168146,1.878356802,0.486922362,1.066419213,13.20959584,4.303254099,0.563761389,0.185467541,groupV,1,2,groupV.1.2
36,0.039010989,8.95949039,0.301073105,0.324528669,11,0.165432573,0.07585825,5.537631788,0.228484128,0.210789429,7,0.195974133,0.024590164,1.106553443,0.35102324,0.405496739,1.921895629,0.565738502,0.995767719,12.50445217,4.126442755,0.588855973,0.179863929,groupV,1,2,groupV.1.2
37,0.037087912,2.810419615,0.287666079,0.307164302,11,0.162770616,0.068660022,1.640201417,0.199549887,0.221417939,7,0.192274069,0.024325754,0.386506304,0.326262272,0.385631517,1.906160005,0.605414208,0.972955457,13.39877841,4.62352418,0.550646097,0.184465781,groupV,1,2,groupV.1.2
38,0.037271062,2.807732734,0.323832924,0.321169043,11,0.173566768,0.073089701,1.737897674,0.210007047,0.239079178,6,0.204699276,0.022739291,0.356246018,0.393098275,0.446008458,1.90848572,0.600468475,0.975675735,11.96566123,5.278560149,0.577917195,0.174208417,groupV,1,2,groupV.1.2
39,0.038736264,3.774041637,0.316086908,0.330065026,9,0.176289154,0.074197121,2.310722414,0.195418258,0.228183648,7,0.215086967,0.022739291,0.409310201,0.362153038,0.402840944,1.932754347,0.533442726,1.014997235,12.07232003,5.181675232,0.577013618,0.174762242,groupV,1,2,groupV.1.2
40,0.038919414,3.891962408,0.310364146,0.329999328,11,0.175738976,0.07641196,2.543437807,0.214694978,0.230960876,5,0.232443473,0.022739291,0.42880073,0.336084021,0.389539061,2.012622527,0.544474266,0.980120413,12.97412596,4.072384696,0.576160986,0.184937936,groupV,1,2,groupV.1.2
41,0.040384615,3.614423077,0.305604146,0.316679968,11,0.171201647,0.074750831,2.008928571,0.205167959,0.223580314,8,0.1992966,0.024061343,0.403027499,0.35820631,0.412493982,1.815642458,0.540372065,1.049749169,13.23330833,4.413362562,0.560480724,0.181526512,groupV,1,2,groupV.1.2
42,0.037179487,6.246153846,0.296598639,0.32154195,9,0.161981488,0.070321152,3.867663344,0.220472441,0.190486258,8,0.207792208,0.024061343,0.794024326,0.335873804,0.39516129,1.979512735,0.567160233,0.975243811,13.2558651,4.313058867,0.562156803,0.183044545,groupV,1,2,groupV.1.2
43,0.038369963,26.01483516,0.322241164,0.358716112,11,0.183875751,0.07530454,16.03986711,0.204685363,0.219893001,8,0.225029609,0.024854574,3.255949233,0.391214825,0.412336863,1.899567812,0.557882471,1.008902668,11.35393003,4.454802586,0.615370073,0.168988263,groupV,1,2,groupV.1.2
44,0.036355311,2.967502289,0.312966295,0.328666229,9,0.166901657,0.070321152,1.749238649,0.16865043,0.21117214,7,0.174757282,0.023003702,0.379561079,0.358546533,0.409824047,1.842658214,0.583662598,1.009892596,11.43783433,4.541148365,0.610856295,0.166929146,groupV,1,2,groupV.1.2
45,0.036446886,2.456520147,0.303828667,0.325434506,10,0.172371424,0.071428571,1.564285714,0.20822066,0.204417543,7,0.215106732,0.023003702,0.324352195,0.347423063,0.41969801,1.964667725,0.604032533,0.954118352,11.53004861,5.158039524,0.59368392,0.170383105,groupV,1,2,groupV.1.2
46,0.037728938,25.2029304,0.310471567,0.343712575,7,0.1809295,0.07585825,16.08194906,0.21099983,0.223453269,7,0.176424051,0.023268112,3.094658911,0.365652493,0.415837982,1.918952792,0.574878799,0.990281253,11.071972,2.983877204,0.658161327,0.164508491,groupV,1,2,groupV.1.2
47,0.038461538,4.294901538,0.317596372,0.333744788,8,0.183769491,0.07807309,2.784625083,0.198251691,0.195934952,5,0.192500822,0.022739291,0.473739254,0.376406602,0.412385298,1.931273123,0.538687626,1.011778721,12.29794642,2.955992277,0.622375311,0.168924929,groupV,1,2,groupV.1.2
48,0.038003663,3.349072802,0.313849684,0.326835529,12,0.166415483,0.07696567,2.251245847,0.214488874,0.225601272,8,0.22229941,0.023003702,0.370934691,0.398591027,0.436484121,2.006927264,0.528325664,0.993503695,11.85483871,5.020491803,0.587248322,0.170795299,groupV,1,2,groupV.1.2
49,0.036446886,5.949954212,0.300191433,0.32423248,9,0.160297722,0.068660022,3.433001107,0.19036009,0.225348837,8,0.144954998,0.02194606,0.674841354,0.351729499,0.413585104,1.851917803,0.543867421,1.034983095,11.73629032,4.518442623,0.602516779,0.1733005,groupV,1,2,groupV.1.2
50,0.037912088,5.072637363,0.314584771,0.331084063,11,0.169795647,0.07585825,3.140531561,0.183330504,0.209077632,7,0.180833333,0.024854574,0.685986251,0.355010295,0.408134642,1.870893732,0.595599168,0.991862315,13.74474053,4.147362794,0.551502772,0.190882609,groupV,1,2,groupV.1.2
51,0.039285714,3.743393893,0.307270507,0.323823299,9,0.179409132,0.071982281,2.169763344,0.21431127,0.207647733,7,0.216744197,0.024590164,0.460190656,0.394380853,0.409997064,1.912761318,0.567082979,0.997907958,13.14702825,5.139430894,0.546059454,0.185648069,groupV,1,2,groupV.1.2
52,0.038003663,2.871366378,0.319862306,0.333067586,8,0.162568816,0.073089701,1.624201528,0.208421424,0.221861066,7,0.232717789,0.020888419,0.280831005,0.387096774,0.413623946,1.778383702,0.513780301,1.081230671,11.73632249,4.518436523,0.602515965,0.167880354,groupV,1,2,groupV.1.2
53,0.03974359,3.552083333,0.288983981,0.313846154,11,0.170810974,0.07641196,2.225498339,0.217222784,0.236650364,7,0.203768318,0.025647805,0.445630619,0.375290988,0.39730796,1.970401691,0.561319167,0.982472891,11.75308044,5.429888131,0.580695337,0.176091416,groupV,1,2,groupV.1.2
54,0.039468864,3.02153813,0.322240636,0.33383147,10,0.18793798,0.07807309,1.934462226,0.223816592,0.247680259,6,0.227004517,0.024325754,0.356774395,0.36430575,0.365836188,1.956997776,0.553165443,0.992796382,12.59912066,4.052424967,0.587773816,0.177319797,groupV,1,2,groupV.1.2
55,0.036538462,3.142307692,0.333500418,0.339728682,9,0.169580563,0.074197121,2.14244186,0.217632766,0.223799456,8,0.180545321,0.018773136,0.286290323,0.369604725,0.462057113,2.030151433,0.512003001,0.997215147,14.47214076,2.542846498,0.567419158,0.191261472,groupV,1,2,groupV.1.2
56,0.039652015,3.09723988,0.297019685,0.319650887,11,0.173335482,0.074750831,1.818922425,0.156589147,0.230753815,7,0.184887388,0.024325754,0.367586219,0.353962132,0.398126943,1.883620735,0.558578798,1.013810191,12.66686101,4.539065454,0.574375946,0.184384126,groupV,1,2,groupV.1.2
57,0.038186813,5.315604396,0.296494233,0.33000821,11,0.160899517,0.070321152,3.051937984,0.212049075,0.228485693,7,0.146341463,0.024854574,0.700898995,0.365820178,0.412605811,1.885191125,0.58493955,0.994580542,13.43912591,4.372686409,0.555315003,0.18573318,groupV,1,2,groupV.1.2
58,0.038553114,3.855331403,0.322768918,0.339400939,9,0.183663886,0.07751938,2.591375194,0.243355482,0.254720395,7,0.214121365,0.024590164,0.481267623,0.336801942,0.375557493,2.021262141,0.565098399,0.962565346,12.31073348,4.248090889,0.591767828,0.173324885,groupV,1,2,groupV.1.2
59,0.039102564,3.820902359,0.307170737,0.312127123,9,0.168966781,0.07530454,2.355968815,0.239227086,0.25241534,7,0.211022215,0.023796933,0.455543971,0.365412186,0.429222455,1.935942993,0.565652524,0.991070726,13.3163285,2.888486834,0.59368623,0.179069564,groupV,1,2,groupV.1.2
60,0.041117216,3.515521978,0.296765299,0.313492063,9,0.153624069,0.080841639,2.132198228,0.203886588,0.22792902,7,0.183717579,0.026441036,0.472633527,0.344193548,0.377171216,1.865225078,0.603644224,0.988075966,10.61878918,3.854595603,0.651261172,0.154813744,groupV,1,2,groupV.1.2
61,0.038827839,6.658974359,0.308490566,0.322879356,10,0.165586981,0.073643411,4.160852713,0.177128869,0.206318172,7,0.167962675,0.023532522,0.75892385,0.381660022,0.420230058,1.991999458,0.54295859,0.988180719,12.90393948,4.598415059,0.565941082,0.194559735,groupV,1,2,groupV.1.2
62,0.037728938,12.07326007,0.317753121,0.343839286,9,0.155451047,0.070321152,7.032115172,0.238967222,0.238837209,6,0.165577342,0.019566367,1.076150185,0.404969486,0.440175953,1.889534884,0.496265204,1.056006189,12.44758065,3.162909836,0.613087248,0.1677925,groupV,1,2,groupV.1.2
63,0.038369963,4.150380711,0.307557677,0.330998936,9,0.167957798,0.074750831,2.392046013,0.192592593,0.215720813,6,0.180717792,0.023796933,0.475943892,0.322401434,0.341262262,1.788800254,0.533874694,1.063449484,10.55812994,4.236019661,0.644141028,0.157275514,groupV,1,2,groupV.1.2
64,0.035989011,23.46483516,0.317726887,0.338299737,11,0.157109473,0.069767442,14.37209302,0.205057217,0.230977647,6,0.164346655,0.020095188,2.351136965,0.356960951,0.446098704,1.910400913,0.518130765,1.03342937,13.29353273,4.825521248,0.549048674,0.181706796,groupV,1,2,groupV.1.2
65,0.038919414,5.47985348,0.309355742,0.333509199,10,0.189152024,0.071982281,3.052048726,0.185867621,0.224330847,7,0.189948893,0.023268112,0.591010048,0.38159824,0.42011684,1.820824524,0.520873396,1.061824405,12.58178637,5.32835215,0.558439914,0.180592453,groupV,1,2,groupV.1.2
66,0.039652015,3.897252583,0.323809524,0.333706523,10,0.186763664,0.07530454,2.355970321,0.243160055,0.257937021,6,0.215395552,0.024590164,0.470729262,0.360908776,0.402983496,1.924687606,0.562364103,0.997215519,11.85477808,4.332727481,0.603339721,0.176220207,groupV,1,2,groupV.1.2
67,0.038003663,2.824918301,0.309053356,0.341619186,12,0.170300684,0.071982281,1.687572038,0.217710197,0.239392397,8,0.192260528,0.023796933,0.312001586,0.382616487,0.419355614,1.907046018,0.509279855,1.040843676,12.3043708,4.711160346,0.581123867,0.177420638,groupV,1,2,groupV.1.2
68,0.036813187,3.01407967,0.310495143,0.310388949,12,0.152253458,0.069767442,1.735465116,0.221853082,0.245413112,8,0.190519187,0.022210471,0.38035431,0.371351767,0.424417236,1.837031777,0.603921347,0.997428746,11.08040201,4.087033528,0.63210347,0.16610402,groupV,1,2,groupV.1.2
69,0.038827839,13.3956044,0.308018868,0.339171843,9,0.177368136,0.070321152,7.032115172,0.211316609,0.233255814,6,0.190863863,0.024854574,1.70253834,0.351921757,0.398163409,1.752612066,0.573287655,1.047751068,11.55846774,3.84067623,0.623657718,0.1670125,groupV,1,2,groupV.1.2
70,0.038186813,5.231593407,0.316158502,0.331456378,9,0.15387102,0.072535991,2.78538206,0.21178768,0.242005814,8,0.167266187,0.02168165,0.563722898,0.365066876,0.412034739,1.694788661,0.547966356,1.085296872,11.29914315,4.000704406,0.627621644,0.162122917,groupV,1,2,groupV.1.2
71,0.039468864,4.591578378,0.30988841,0.328188841,10,0.169087104,0.074750831,2.616299252,0.220155039,0.23964554,7,0.188440097,0.023532522,0.525564297,0.355019935,0.414057394,1.8191517,0.554307961,1.038675792,11.85477097,3.657767275,0.619129989,0.172307256,groupV,1,2,groupV.1.2
72,0.037454212,24.90705128,0.317894982,0.336426781,10,0.161602559,0.070874862,14.60022148,0.229651163,0.209641002,6,0.198354266,0.021152829,2.411422528,0.366330645,0.430956423,1.87305473,0.494976203,1.062502468,11.22181334,3.728811873,0.636280706,0.165712621,groupV,1,2,groupV.1.2
73,0.036904762,4.915714286,0.314427508,0.35049335,9,0.171501057,0.068660022,2.938648948,0.188672168,0.242664638,8,0.183797909,0.023796933,0.604442094,0.37562724,0.411607823,1.942873106,0.550592899,0.999405257,12.63038891,5.067412287,0.563099793,0.184891589,groupV,1,2,groupV.1.2
74,0.038827839,5.389304029,0.297102426,0.326567861,10,0.185858265,0.070874862,2.948394241,0.174236919,0.207177996,7,0.18328841,0.023796933,0.618720254,0.363620072,0.410297767,1.812210978,0.540860164,1.050565235,15.04652605,4.996354823,0.492949793,0.198269231,groupV,1,2,groupV.1.2
75,0.039468864,3.975098791,0.308297426,0.321836596,10,0.178690873,0.074197121,2.310720188,0.203228046,0.216022312,7,0.209493819,0.024590164,0.519908852,0.378251821,0.413360653,1.869699897,0.606140925,0.984789386,13.37742637,4.974394443,0.543072443,0.183915372,groupV,1,2,groupV.1.2
76,0.038736264,25.56593407,0.320792525,0.343953824,9,0.18629174,0.07641196,16.50498339,0.193124368,0.212962963,6,0.191603053,0.020624008,2.351136965,0.357940447,0.452320317,1.978858351,0.498726023,1.024006002,11.19623656,4.183743169,0.62639821,0.16332963,groupV,1,2,groupV.1.2
77,0.036630037,5.970695971,0.311238095,0.336634531,10,0.157319101,0.063122924,3.061461794,0.228478172,0.28002877,7,0.170829171,0.020624008,0.598096245,0.417080232,0.477892102,1.799115423,0.513702297,1.074263965,13.38252411,4.192369444,0.561215665,0.184804639,groupV,1,2,groupV.1.2
78,0.036996337,8.102172275,0.294601603,0.326404765,11,0.151403614,0.069213732,5.052589978,0.215255814,0.248911926,7,0.1816702,0.024061343,0.994530867,0.362991847,0.38774804,2.015505256,0.544950137,0.978806468,12.99163285,3.713791425,0.584029598,0.182393502,groupV,1,2,groupV.1.2
79,0.039194139,3.785058762,0.313662661,0.33152938,11,0.181245363,0.07641196,2.325120432,0.2157061,0.245987376,6,0.232014529,0.022474881,0.38528711,0.354459203,0.41558906,1.905186559,0.512550542,1.039153587,11.52085202,5.515473563,0.585595429,0.169466955,groupV,1,2,groupV.1.2
80,0.038369963,25.59276557,0.314081146,0.335646462,8,0.174097665,0.073643411,16.20155039,0.183423675,0.203488372,5,0.174123337,0.02168165,2.536753041,0.338709677,0.41328922,1.994351661,0.506478649,1.013259312,12.12426686,4.107675112,0.600594875,0.174579545,groupV,1,2,groupV.1.2
81,0.034432234,10.51904762,0.317173252,0.349653184,8,0.149171271,0.066445183,6.611295681,0.201937984,0.268318336,6,0.170272813,0.021152829,1.226864093,0.384677419,0.428809789,1.969322118,0.548173318,0.992162934,11.79526666,5.449378038,0.578985532,0.182432161,groupV,1,2,groupV.1.2
82,0.037362637,5.912637363,0.310527544,0.337410667,9,0.163476734,0.07807309,4.313538206,0.170707571,0.194991055,6,0.196549137,0.023268112,0.686409307,0.353922287,0.39311099,2.111025387,0.538244265,0.951209366,11.10385345,4.497997181,0.621792341,0.16071086,groupV,1,2,groupV.1.2
83,0.037362637,12.38571429,0.313935574,0.348430654,10,0.151837281,0.07807309,8.705149502,0.206498433,0.235373866,6,0.197354308,0.023268112,1.442622951,0.376832845,0.415452653,2.03374373,0.540019286,0.976126385,12.59908867,3.444552672,0.601995365,0.17734843,groupV,1,2,groupV.1.2
84,0.038278388,2.913390333,0.314399635,0.336767974,10,0.160642012,0.073089701,1.794746113,0.198907681,0.240977397,7,0.201513352,0.022474881,0.312148453,0.337381404,0.391355553,1.950772825,0.526889894,1.013542142,12.39131776,5.111362182,0.569177289,0.181919254,groupV,1,2,groupV.1.2
85,0.036538462,3.398093365,0.296145125,0.316728042,11,0.152387511,0.067552602,1.98798392,0.230080061,0.258861044,6,0.198674931,0.023532522,0.437035418,0.348314607,0.405829642,1.913333278,0.576586163,0.9909736,13.98403182,4.386847635,0.538788045,0.188965608,groupV,1,2,groupV.1.2
86,0.038369963,5.233663004,0.305625639,0.320276498,9,0.181935588,0.07585825,3.216389812,0.19640129,0.203707767,6,0.262698413,0.023268112,0.59566367,0.373167155,0.409148185,1.879560799,0.541909431,1.027008952,11.74300061,4.26268172,0.60830062,0.165925943,groupV,1,2,groupV.1.2
87,0.037912088,2.96976,0.296963423,0.312610815,11,0.171132604,0.073089701,1.794744651,0.199436223,0.213301886,7,0.216752651,0.023796933,0.364883845,0.346236559,0.398902569,1.895429887,0.565185633,1.005124074,13.67869904,5.111366345,0.530913702,0.18915347,groupV,1,2,groupV.1.2
88,0.037545788,3.219551282,0.283414634,0.303123698,9,0.168625096,0.072535991,1.758997785,0.210900053,0.247063054,7,0.206654991,0.025647805,0.477690375,0.377120053,0.398354622,1.709946437,0.627138216,1.024006002,10.81601264,5.356916512,0.610253927,0.164456701,groupV,1,2,groupV.1.2
89,0.04029304,7.162087912,0.28465368,0.305458442,11,0.159544592,0.070321152,3.814922481,0.201062077,0.226127961,8,0.196111581,0.025383395,0.875727129,0.335685484,0.37973352,1.845419161,0.560416095,1.025446235,14.25858481,2.082231623,0.584542109,0.183668203,groupV,1,2,groupV.1.2
90,0.037820513,2.68525641,0.308428456,0.323755869,10,0.160755376,0.069767442,1.513953488,0.217977113,0.239738506,7,0.195309168,0.023796933,0.330777366,0.357706093,0.387096774,1.848018343,0.565272119,1.021121478,14.25858481,3.956240085,0.540701451,0.200428111,groupV,1,2,groupV.1.2
91,0.038919414,13.25206044,0.314554622,0.335221313,11,0.188658584,0.07530454,8.132890365,0.201607387,0.201442722,6,0.214426488,0.022739291,1.409836066,0.376031508,0.433272633,1.917836287,0.525745649,1.025509681,12.84274194,5.020491803,0.557885906,0.173640741,groupV,1,2,groupV.1.2
92,0.040201465,3.57290522,0.325870485,0.330440024,10,0.181345279,0.073643411,1.960755814,0.238503235,0.249699749,8,0.223511214,0.024590164,0.414959016,0.379465834,0.391756272,1.811402218,0.548233136,1.045609504,12.68968651,3.182001847,0.605444749,0.183722535,groupV,1,2,groupV.1.2
93,0.038827839,3.09757704,0.304132974,0.337286655,9,0.180381047,0.071982281,1.743556977,0.186046512,0.251760955,7,0.209645286,0.02168165,0.308359244,0.3815893,0.459048634,1.835847201,0.514738745,1.061087401,11.90925285,5.388975796,0.577010692,0.172565215,groupV,1,2,groupV.1.2
