0,0,0,0,0,4.2355,0,0,4.4372,0,4.2355,0,0,0,16.942,0,0,0,0,0,8.4711,11.648,8.1028,0,0,0,4.0514,16.942,8.1028,0,0,0,0,0,0,8.4711,0,0,0,0,0,0,8.4711,0,0,0,0,4.0514,4.0514,0,12.707,0,0,0,0,0,0,0,0,8.4711,7.7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,4.4372,0,0,0,0,8.4711,0,0,4.2355,0,4.0514,0,0,8.1028,4.2355,0,0,0,0,4.2355,0,0,0,0,0,8.1028,12.154,10.354,0
0,0,0,0,0,0,4.2355,0,8.8745,0,0,0,0,8.4711,0,0,0,0,0,0,0,3.8826,4.0514,0,4.2355,37.273,0,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2355,0,0,8.4711,0,0,0,0,0,0,7.7652,0,0,0,0,0,0,0,4.2355,0,0,0,3.8826,0,3.8826,4.0514,8.8745,4.0514,0,0,0,0,0,0,0,0,4.0514,0,0,4.0514,8.4711,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7652,0,0,0,13.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4813,0,8.1028,0,8.8745,3.8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.154,0,0,0,0,0,0,0,4.0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.178,0,4.0514,4.0514,0,0,0,0,4.4372,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2355,0,0,0,0,0,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0,0,0,4.0514,0,0,0,4.0514,0,0,0,0,0,0,0,8.1028,0,4.0514,4.0514,0,0,0,0,0,0,0,0,0,4.0514,0,4.0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0,0,0,0,8.4711,0,0,0,4.2355,8.1028,0,0,0,0,0,0,0,0,0,4.0514,4.0514,0,0,0,0,4.0514,0,0
0,4.2355,0,0,0,0,0,0,4.4372,4.0514,0,0,8.4711,0,16.942,8.4711,0,0,0,0,0,7.7652,4.0514,0,0,4.6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,8.4711,0,0,0,4.4372,0,0,0,0,0,8.4711,10.963,0,0,7.7652,0,0,0,0,0,0,0,0,0,0,4.0514,0,0,0,0,0,0,8.4711,0,4.0514,8.8745,0,4.2355,12.154,4.0514,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8.4711,0,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0,7.7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4711,0,0,4.2355,4.2355,0,7.7652,0,0,0,4.2355,8.1028,0,0,0,0,0,0,12.154,0,0,0,0,0
4.4372,8.8745,0,0,0,0,4.4372,0,0,4.0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2355,4.6591,8.1028,0,4.0514,0,0,0,0,0,4.0514,0,4.0514,4.0514,0,0,0,0,0,0,0,0,4.0514,0,4.0514,4.0514,0,0,0,0,0,0,9.3182,0,0,0,0,4.0514,0,0,0,0,0,0,0,5.4813,0,4.0514,0,4.4372,0,0,0,12.154,0,0,9.3182,0,4.0514,4.0514,0,4.2355,0,0,0,0,0,0,0,0,0,8.4711,0,0,0,0,0,4.0514,4.0514,0,0
0,0,0,0,0,0,4.0514,0,4.0514,0,0,0,0,0,0,25.413,0,0,0,0,0,0,0,4.4372,0,0,0,0,8.1028,0,0,0,0,0,8.1028,4.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0514,8.4711,0,0,0,0,0,0,0,0,4.2355,0,4.0514,4.4372,0,0,0,0,0,8.4711,0,0,0,3.8826,0,0,0,0,4.0514,0,0,0,0,0,16.206,0,0,4.0514,0,0,12.154,0,0,4.0514,0,9.3182,4.2355,4.0514,0,0,0,4.0514,0,0,0,0
4.2355,0,0,0,0,4.2355,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.354,0,0,0,0,0,0,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4372,0,0,0,0,0,0,4.0514,0,0,4.0514,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,4.0514,0,12.154,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,0,4.0514,0,0,0,0,0,0,0,0,0,4.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0514,0,0
0,8.4711,0,0,0,0,0,8.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8826,0,13.312,0,0,0,12.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0514,0,4.0514,0,0,0
16.942,0,0,0,0,0,16.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.648,0,0,0,4.6591,0,4.2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0514,0,0,0,0,0,0,0,0,0,4.4372,0,0,8.1028,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.4711,0,0,25.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.312,0,0,0,0,0,0,0,0,0,3.8826,0,0,0,0,0,0,0,0,0,0,8.1028,0,0,0,0,0,8.1028,0,0,0,0,0,0,0,0,0,0,0,0,4.0514,0,0
