agonsim.winner,agonsim.loser,agonsim.type,winner.sex,loser.sex,date,observer,focal.individual,data.source
48V,2C7,contactAgg,Female,Female,2016-08-31,JN,NA,adlib.observation
48V,7E3,noncontactAgg,Female,Female,2016-09-01,JN,NA,adlib.observation
48V,16S,noncontactAgg,Female,Female,2016-09-01,JN,NA,adlib.observation
8E2,V80,noncontactAgg,Female,Female,2016-09-03,JN,NA,adlib.observation
80S,03Z,noncontactAgg,Female,Female,2016-09-08,JN,NA,adlib.observation
2E8,80S,contactAgg,Female,Female,2016-09-12,JN,NA,adlib.observation
03Z,7E0,noncontactAgg,Female,Female,2016-09-12,JN,NA,adlib.observation
20S,3A9,contactAgg,Female,Female,2016-09-12,JN,NA,adlib.observation
2E8,6B4,displace,Female,Female,2016-09-14,JN,NA,adlib.observation
20S,2E9,displace,Female,Female,2016-09-26,JN,NA,adlib.observation
80S,7E0,Submit/threat,Female,Female,2016-09-26,JN,NA,adlib.observation
03Z,7E0,noncontactAgg,Female,Female,2016-09-26,JN,NA,adlib.observation
20S,6B4,FearGrm,Female,Female,2016-09-28,JN,NA,adlib.observation
22H,7E0,contactAgg,Female,Female,2016-09-28,JN,NA,adlib.observation
5B6,6H6,noncontactAgg,Female,Female,2016-09-28,JN,NA,adlib.observation
7E3,9I7,contactAgg,Female,Female,2016-10-06,JN,NA,adlib.observation
4J3,5J6,contactAgg,Female,Female,2016-10-06,JN,NA,adlib.observation
48V,20S,noncontactAgg,Female,Female,2016-10-06,JN,NA,adlib.observation
2C0,65Z,displace,Female,Female,2016-10-06,JN,NA,adlib.observation
0G3,2C7,noncontactAgg,Female,Female,2016-10-07,JN,NA,adlib.observation
3L6,4C6,contactAgg,Male,Male,2016-08-11,JN,NA,adlib.observation
6I4,3L6,Submit/threat,Male,Male,2016-08-17,JN,NA,adlib.observation
50P,3A6,avoid,Male,Male,2016-08-22,JN,NA,adlib.observation
4J0,6I4,displace,Male,Male,2016-08-23,JN,NA,adlib.observation
1B7,4J0,displace,Male,Male,2016-08-23,JN,NA,adlib.observation
6I4,50P,avoid,Male,Male,2016-08-29,JN,NA,adlib.observation
1B7,41N,FearGrm,Male,Male,2016-08-30,JN,NA,adlib.observation
50P,3A6,noncontactAgg,Male,Male,2016-09-02,JN,NA,adlib.observation
50P,3L6,noncontactAgg,Male,Male,2016-09-03,JN,NA,adlib.observation
1B7,3L6,noncontactAgg,Male,Male,2016-09-07,JN,NA,adlib.observation
6I4,3L6,Submit/threat,Male,Male,2016-09-07,JN,NA,adlib.observation
4C6,3A6,noncontactAgg,Male,Male,2016-09-13,JN,NA,adlib.observation
41N,3L6,noncontactAgg,Male,Male,2016-09-13,JN,NA,adlib.observation
3L5,60T,noncontactAgg,Male,Male,2016-09-14,JN,NA,adlib.observation
41N,43N,avoid,Male,Male,2016-09-15,JN,NA,adlib.observation
49Z,3A6,displace,Male,Male,2016-09-21,JN,NA,adlib.observation
43N,3L6,noncontactAgg,Male,Male,2016-09-28,JN,NA,adlib.observation
43N,1B7,noncontactAgg,Male,Male,2016-10-10,JN,NA,adlib.observation
